entry_timestamp,exit_timestamp,side,entry_price,exit_price,pnl_pct,pnl_usd,reason,hold_time
2020-04-23 02:00:00,2020-04-23 08:00:00,-1.0,0.1887,0.18732444219052538,0.007289654528217412,0.03394827264108706,Stop Loss,6
2020-04-23 10:00:00,2020-04-23 11:00:00,-1.0,0.187,0.1893180681304633,-0.012396086259162104,-0.06448043129581052,Stop Loss,1
2020-04-23 12:00:00,2020-04-23 13:00:00,-1.0,0.19,0.19245792609208318,-0.01293645311622723,-0.06718226558113616,Stop Loss,1
2020-04-23 14:00:00,2020-04-25 05:00:00,-1.0,0.1957,0.1943720731617757,0.006785522934206962,0.03142761467103481,Stop Loss,39
2020-04-25 06:00:00,2020-04-26 09:00:00,-1.0,0.196,0.1944248458807813,0.008036500608258742,0.03768250304129371,Stop Loss,27
2020-04-26 10:00:00,2020-04-26 13:00:00,-1.0,0.1954,0.19735740498579254,-0.010017425720535081,-0.052587128602675406,Stop Loss,3
2020-04-26 15:00:00,2020-04-27 00:00:00,1.0,0.1931,0.19745934453585148,0.022575580196020142,0.11037790098010071,Take Profit,9
2020-04-27 01:00:00,2020-04-27 13:00:00,1.0,0.1976,0.19507499343975362,-0.012778373280599055,-0.06639186640299528,Stop Loss,12
2020-04-27 14:00:00,2020-04-28 09:00:00,1.0,0.1949,0.19918051300611697,0.02196261162707533,0.10731305813537664,Take Profit,19
2020-04-28 11:00:00,2020-04-28 18:00:00,-1.0,0.2075,0.21095938898244784,-0.01667175413227881,-0.08585877066139405,Stop Loss,7
2020-04-28 19:00:00,2020-04-29 02:00:00,1.0,0.2115,0.21814964543609505,0.031440403953168126,0.15470201976584064,Take Profit,7
2020-04-29 14:00:00,2020-04-29 16:00:00,-1.0,0.2217,0.2261436712395502,-0.020043623092242648,-0.10271811546121323,Stop Loss,2
2020-04-29 23:00:00,2020-04-30 03:00:00,-1.0,0.2266,0.2318458783817097,-0.023150390034023395,-0.11825195017011697,Stop Loss,4
2020-04-30 04:00:00,2020-04-30 08:00:00,-1.0,0.2323,0.22270933752807567,0.04128567572933419,0.20392837864667096,Take Profit,4
2020-04-30 09:00:00,2020-05-01 12:00:00,1.0,0.2136,0.21892011729399344,0.024906916170381207,0.12203458085190604,Stop Loss,27
2020-05-01 13:00:00,2020-05-02 13:00:00,-1.0,0.2173,0.22271825765265243,-0.024934457674424492,-0.12717228837212247,Stop Loss,24
2020-05-02 14:00:00,2020-05-02 16:00:00,-1.0,0.222,0.22570612765251752,-0.016694268705033856,-0.08597134352516927,Stop Loss,2
2020-05-02 17:00:00,2020-05-03 12:00:00,-1.0,0.2253,0.21918498393307764,0.027141660305913702,0.1332083015295685,Take Profit,19
2020-05-03 13:00:00,2020-05-03 14:00:00,1.0,0.2215,0.2179098811181643,-0.016208211656143074,-0.08354105828071537,Stop Loss,1
2020-05-03 15:00:00,2020-05-04 01:00:00,-1.0,0.2175,0.21083180194702184,0.030658381852773166,0.15079190926386582,Take Profit,10
2020-05-04 02:00:00,2020-05-04 05:00:00,1.0,0.2142,0.20953599829513367,-0.021774050909740116,-0.11137025454870059,Stop Loss,3
2020-05-04 06:00:00,2020-05-04 13:00:00,1.0,0.2106,0.21824070971698806,0.03628067292017117,0.17890336460085585,Take Profit,7
2020-05-04 14:00:00,2020-05-05 14:00:00,1.0,0.2173,0.2164,-0.004141739530602781,-0.023208697653013904,Time Exit,24
2020-05-05 15:00:00,2020-05-06 10:00:00,1.0,0.2157,0.2218878215671948,0.02868716535556236,0.1409358267778118,Take Profit,19
2020-05-06 11:00:00,2020-05-06 13:00:00,1.0,0.2216,0.21879632935575208,-0.012651943340468923,-1.071489945994487,Stop Loss,2
2020-05-06 14:00:00,2020-05-06 19:00:00,1.0,0.2196,0.21673549037703618,-0.013044215040818792,-2.196717320155886,Stop Loss,5
2020-05-06 20:00:00,2020-05-06 23:00:00,1.0,0.2171,0.21436207905391402,-0.01261133554162121,-0.06555667770810605,Stop Loss,3
2020-05-07 00:00:00,2020-05-07 18:00:00,1.0,0.2144,0.22059626198030166,0.028900475654392042,1.6605760885718908,Take Profit,18
2020-05-07 19:00:00,2020-05-08 06:00:00,1.0,0.2191,0.21508049813147306,-0.01834551286411194,-0.7195922875813225,Stop Loss,11
2020-05-08 07:00:00,2020-05-08 18:00:00,1.0,0.2159,0.21857825208453655,0.012405058288728746,0.4522428168445945,Stop Loss,11
2020-05-08 19:00:00,2020-05-09 06:00:00,1.0,0.2195,0.22498308234641953,0.024979874015578735,20.229709651139675,Take Profit,11
2020-05-09 11:00:00,2020-05-09 22:00:00,1.0,0.2201,0.21620222864205302,-0.017709092948418773,-16.9025558472987,Stop Loss,11
2020-05-10 00:00:00,2020-05-10 16:00:00,1.0,0.1977,0.19010973620654364,-0.038392836588044224,-17.776024273023413,Stop Loss,16
2020-05-10 17:00:00,2020-05-10 21:00:00,-1.0,0.1923,0.19871431242601736,-0.03335575884564413,-0.16927879422822065,Stop Loss,4
2020-05-11 00:00:00,2020-05-11 07:00:00,1.0,0.1992,0.1934332966195938,-0.02894931415866562,-0.1472465707933281,Stop Loss,7
2020-05-11 08:00:00,2020-05-11 16:00:00,1.0,0.1942,0.18938841137520818,-0.024776460477815832,-0.12638230238907916,Stop Loss,8
2020-05-11 17:00:00,2020-05-11 18:00:00,1.0,0.1903,0.18470811501851353,-0.029384576886423895,-0.14942288443211948,Stop Loss,1
2020-05-11 19:00:00,2020-05-13 21:00:00,1.0,0.1928,0.20352218164856473,0.055612975355626176,0.27556487677813085,Take Profit,50
2020-05-14 01:00:00,2020-05-14 09:00:00,1.0,0.2005,0.2055547246344963,0.025210596680779546,0.12355298340389773,Take Profit,8
2020-05-14 10:00:00,2020-05-15 02:00:00,-1.0,0.2036,0.19792991634516674,0.027849133864603453,0.13674566932301727,Take Profit,16
2020-05-15 03:00:00,2020-05-15 19:00:00,1.0,0.2005,0.1971326836882266,-0.016794595071189133,-0.08647297535594567,Stop Loss,16
2020-05-15 20:00:00,2020-05-16 04:00:00,1.0,0.1963,0.19810174555027044,0.009178530566838684,0.04339265283419342,Stop Loss (Conservative),8
2020-05-16 06:00:00,2020-05-17 06:00:00,-1.0,0.2007,0.2027,-0.0099651220727454,-0.052325610363727,Time Exit,24
2020-05-17 07:00:00,2020-05-18 02:00:00,-1.0,0.2027,0.2050936362506798,-0.011808762953526467,-0.061543814767632335,Stop Loss,19
2020-05-18 03:00:00,2020-05-18 08:00:00,-1.0,0.2066,0.2023317982611528,0.020659253334207185,0.10079626667103592,Take Profit,5
2020-05-18 14:00:00,2020-05-19 03:00:00,-1.0,0.2054,0.20073050298063644,0.022733675848897572,0.11116837924448786,Take Profit,13
2020-05-19 04:00:00,2020-05-19 11:00:00,1.0,0.2025,0.20365982545734013,0.005727533122667226,0.19064319581416994,Stop Loss,7
2020-05-19 12:00:00,2020-05-20 15:00:00,1.0,0.2035,0.20065488771545364,-0.01398089574715647,-2.804748445540557,Stop Loss,27
2020-05-20 16:00:00,2020-05-21 14:00:00,-1.0,0.2011,0.1960649203659426,0.025037690870499195,4.0677534325670655,Take Profit,22
2020-05-21 19:00:00,2020-05-22 06:00:00,-1.0,0.1943,0.1978736191982628,-0.018392275853128127,-6.0759758048934716,Stop Loss,11
2020-05-22 07:00:00,2020-05-23 07:00:00,-1.0,0.1996,0.2002,-0.0030060120240480433,-3.9214895942389107,Time Exit,24
2020-05-23 08:00:00,2020-05-24 11:00:00,1.0,0.1991,0.1986,-0.0025113008538422926,-1.581067691026648,Time Exit,27
2020-05-24 13:00:00,2020-05-24 14:00:00,1.0,0.1982,0.19612827209471742,-0.01045271395198066,-3.5334471419089675,Stop Loss,1
2020-05-24 15:00:00,2020-05-24 16:00:00,1.0,0.1976,0.19545626522452675,-0.010848860199763407,-6.896368449317547,Stop Loss,1
2020-05-24 19:00:00,2020-05-24 23:00:00,1.0,0.1975,0.1951364910734514,-0.011967133805309376,-1.849463335240211,Stop Loss,4
2020-05-25 00:00:00,2020-05-26 06:00:00,1.0,0.1936,0.1936,0.0,-0.07105800930648525,Time Exit,30
2020-05-26 08:00:00,2020-05-26 12:00:00,1.0,0.1949,0.1926407996076199,-0.01159158744166285,-1.7877361974195196,Stop Loss,4
2020-05-26 13:00:00,2020-05-26 15:00:00,1.0,0.1938,0.19158286364816746,-0.011440332052799504,-0.05970166026399752,Stop Loss,2
2020-05-26 16:00:00,2020-05-27 10:00:00,1.0,0.1939,0.19805621875909626,0.021434856931904462,0.1046742846595223,Take Profit,18
2020-05-27 11:00:00,2020-05-27 23:00:00,-1.0,0.1988,0.1976359099295863,0.0058555838551997445,0.026777919275998725,Stop Loss,12
2020-05-28 00:00:00,2020-05-28 04:00:00,1.0,0.1981,0.1961284256337442,-0.009952419819564903,-2.1640841993887343,Stop Loss,4
2020-05-28 05:00:00,2020-05-28 23:00:00,1.0,0.1965,0.19957288245835758,0.015638078668486377,0.07569039334243188,Take Profit,18
2020-05-29 00:00:00,2020-05-29 08:00:00,-1.0,0.2009,0.19727000455341312,0.01806866822591775,2.658211091480421,Take Profit,8
2020-05-29 09:00:00,2020-05-30 01:00:00,1.0,0.1981,0.19587623585842107,-0.011225462602619547,-8.324712707904562,Stop Loss,16
2020-05-30 02:00:00,2020-05-30 05:00:00,1.0,0.1969,0.2000921807038968,0.01621219250328501,0.07856096251642505,Take Profit,3
2020-05-30 10:00:00,2020-05-30 22:00:00,-1.0,0.2044,0.20661943331462218,-0.010858284318112438,-0.05679142159056219,Stop Loss,12
2020-05-30 23:00:00,2020-05-31 03:00:00,-1.0,0.2072,0.20239174722788358,0.02320585314727998,1.5462837450897724,Take Profit,4
2020-05-31 07:00:00,2020-05-31 10:00:00,-1.0,0.2058,0.20875803347458843,-0.01437334049848602,-9.02448500993909,Stop Loss,3
2020-05-31 11:00:00,2020-05-31 14:00:00,-1.0,0.2117,0.20551201651795606,0.029229964487689847,1.625240788856749,Take Profit,3
2020-05-31 16:00:00,2020-05-31 22:00:00,1.0,0.2076,0.2036741322057046,-0.01891073118639406,-11.499500624638516,Stop Loss,6
2020-05-31 23:00:00,2020-06-01 23:00:00,1.0,0.2024,0.2091155359949597,0.033179525666796904,0.16339762833398452,Take Profit,24
2020-06-02 00:00:00,2020-06-02 09:00:00,-1.0,0.2106,0.21381648643975215,-0.015272965051054804,-8.460618608168668,Stop Loss,9
2020-06-02 11:00:00,2020-06-02 14:00:00,-1.0,0.2134,0.2083241046665253,0.023785826304942442,0.4738345919112095,Take Profit,3
2020-06-02 15:00:00,2020-06-03 15:00:00,-1.0,0.2012,0.2041,-0.01441351888667999,-6.681564417185766,Time Exit,24
2020-06-03 17:00:00,2020-06-04 06:00:00,1.0,0.2032,0.20478232636571522,0.007787039201354483,0.03643519600677241,Stop Loss,13
2020-06-04 07:00:00,2020-06-04 09:00:00,1.0,0.2054,0.20268389350803342,-0.013223498013469203,-1.0495724807599804,Stop Loss,2
2020-06-04 10:00:00,2020-06-05 10:00:00,1.0,0.2034,0.2035,0.0004916420845623844,-0.001063231690598604,Time Exit,24
2020-06-05 11:00:00,2020-06-06 00:00:00,1.0,0.2035,0.20094168237867888,-0.012571585362757298,-5.460662502894507,Stop Loss,13
2020-06-06 01:00:00,2020-06-07 09:00:00,1.0,0.2023,0.2028,0.002471576866040536,0.009857884330202678,Time Exit,32
2020-06-07 12:00:00,2020-06-07 13:00:00,1.0,0.2017,0.19983775263733414,-0.009232758367207997,-0.048663791836039985,Stop Loss,1
2020-06-07 18:00:00,2020-06-07 19:00:00,-1.0,0.2013,0.2033469376838549,-0.010168592567585136,-0.05334296283792568,Stop Loss,1
2020-06-08 01:00:00,2020-06-09 00:00:00,1.0,0.203,0.2009617149582343,-0.010040813013624151,-0.05270406506812076,Stop Loss,23
2020-06-09 02:00:00,2020-06-09 19:00:00,-1.0,0.2036,0.200402685161558,0.015703903921620906,0.07601951960810453,Take Profit,17
2020-06-09 20:00:00,2020-06-10 18:00:00,1.0,0.2013,0.19998875331876823,-0.006513893101002391,-0.7833986895418557,Stop Loss (Conservative),22
2020-06-10 19:00:00,2020-06-11 13:00:00,-1.0,0.2027,0.1998280599152367,0.01416842666385445,4.985348857646392,Take Profit,18
2020-06-11 14:00:00,2020-06-11 15:00:00,1.0,0.1968,0.19491176345719902,-0.009594697880086312,-9.867906871382935,Stop Loss,1
2020-06-11 16:00:00,2020-06-11 17:00:00,1.0,0.1841,0.18949593516780075,0.02930980536556619,44.596521608607326,Take Profit,1
2020-06-11 20:00:00,2020-06-12 12:00:00,-1.0,0.1906,0.19440495060903096,-0.01996301473783298,-23.271993662084732,Stop Loss,16
2020-06-12 13:00:00,2020-06-13 11:00:00,-1.0,0.1946,0.19030960802432392,0.022047235229578993,36.94237924768333,Take Profit,22
2020-06-13 13:00:00,2020-06-14 14:00:00,-1.0,0.1926,0.18938300954728454,0.01670296185210515,7.0465970660118975,Take Profit,25
2020-06-14 15:00:00,2020-06-14 22:00:00,1.0,0.1906,0.18913620351806096,-0.007679939569459778,-24.4148071184982,Stop Loss,7
2020-06-14 23:00:00,2020-06-15 01:00:00,1.0,0.19,0.18841623128145804,-0.008335624834431375,-26.84345561968378,Stop Loss,2
2020-06-15 02:00:00,2020-06-15 03:00:00,1.0,0.1875,0.1857338958182811,-0.009419222302500843,-23.605136774109134,Stop Loss,1
2020-06-15 04:00:00,2020-06-15 05:00:00,1.0,0.1868,0.1848555020065791,-0.010409518166064726,-25.226843800420703,Stop Loss,1
2020-06-15 06:00:00,2020-06-15 16:00:00,1.0,0.1839,0.18808852177625965,0.02277608361206982,48.14599029424482,Take Profit,10
2020-06-15 17:00:00,2020-06-15 19:00:00,-1.0,0.1887,0.19100364244043358,-0.012207962058471505,-14.462755574979237,Stop Loss,2
2020-06-16 03:00:00,2020-06-16 23:00:00,-1.0,0.1935,0.19203533727762628,0.007569316394696237,1.941004865075095,Stop Loss,20
2020-06-17 00:00:00,2020-06-17 06:00:00,-1.0,0.1913,0.19295682824721277,-0.008660889948838355,-1.9336586741598303,Stop Loss,6
2020-06-17 07:00:00,2020-06-17 11:00:00,-1.0,0.1956,0.19495391711379667,0.0033030822403032987,1.7266667212083389,Stop Loss,4
2020-06-17 12:00:00,2020-06-17 13:00:00,-1.0,0.1966,0.19854252389331706,-0.009880589487879251,-1.3816232252200622,Stop Loss,1
2020-06-17 14:00:00,2020-06-17 15:00:00,-1.0,0.1942,0.19017502943902564,0.020725904021495194,6.020933441888614,Take Profit,1
2020-06-17 16:00:00,2020-06-19 05:00:00,-1.0,0.1916,0.1894234082138871,0.011360082390985921,6.092768615919567,Stop Loss,37
2020-06-19 09:00:00,2020-06-20 03:00:00,-1.0,0.1893,0.18845634706401085,0.0044566980242427235,2.5851563491746608,Stop Loss,18
2020-06-20 07:00:00,2020-06-20 11:00:00,1.0,0.1874,0.18571490291539475,-0.008991980173987533,-6.678005259701227,Stop Loss,4
2020-06-20 12:00:00,2020-06-20 22:00:00,-1.0,0.187,0.188773969089952,-0.009486465721668473,-11.885523382867225,Stop Loss,10
2020-06-20 23:00:00,2020-06-22 01:00:00,-1.0,0.1878,0.18702825030801315,0.004109423280015149,3.8105089888376433,Stop Loss,26
2020-06-22 02:00:00,2020-06-22 21:00:00,1.0,0.1878,0.19012904923040935,0.012401753090571661,9.718344252445384,Take Profit,19
2020-06-22 22:00:00,2020-06-23 22:00:00,1.0,0.1896,0.1886,-0.005274261603375532,-4.059954520919334,Time Exit,24
2020-06-24 00:00:00,2020-06-24 07:00:00,-1.0,0.1892,0.18726353341340474,0.010235024242046881,7.927639640746899,Take Profit,7
2020-06-24 08:00:00,2020-06-24 10:00:00,1.0,0.1863,0.1847660439581648,-0.008233795178932931,-14.198277508104438,Stop Loss,2
2020-06-24 11:00:00,2020-06-24 15:00:00,1.0,0.1834,0.1813019491895365,-0.011439753601218756,-21.638647984462533,Stop Loss,4
2020-06-24 16:00:00,2020-06-25 03:00:00,1.0,0.1828,0.18051632173430446,-0.012492769505993066,-53.3594373341089,Stop Loss,11
2020-06-25 04:00:00,2020-06-25 12:00:00,1.0,0.1803,0.1819592419250182,0.009202672906368312,25.37829828697635,Stop Loss,8
2020-06-25 13:00:00,2020-06-26 07:00:00,1.0,0.1819,0.17982504873507751,-0.011407098762630522,-23.54775830964973,Stop Loss,18
2020-06-26 08:00:00,2020-06-26 11:00:00,1.0,0.1796,0.18285663919865758,0.018132734959117863,12.505286042083526,Take Profit,3
2020-06-26 12:00:00,2020-06-26 14:00:00,-1.0,0.1853,0.18102943897977772,0.02304674053007164,13.455646666862867,Take Profit,2
2020-06-26 15:00:00,2020-06-27 19:00:00,-1.0,0.1829,0.17809900781289056,0.026249273849696244,12.7732904190956,Take Profit,28
2020-06-27 20:00:00,2020-06-27 23:00:00,1.0,0.1736,0.17474716329371465,0.006608083489139646,11.258973722693598,Stop Loss,3
2020-06-28 00:00:00,2020-06-28 09:00:00,1.0,0.1742,0.179479211081855,0.030305459712141224,43.38602425763582,Take Profit,9
2020-06-28 13:00:00,2020-06-29 13:00:00,1.0,0.1766,0.1757,-0.0050962627406569184,-7.495220829257085,Time Exit,24
2020-06-29 14:00:00,2020-06-29 22:00:00,1.0,0.1758,0.17660513616008414,0.004579841638703779,3.0983481718010477,Stop Loss,8
2020-06-29 23:00:00,2020-07-01 00:00:00,-1.0,0.1772,0.17362214622983108,0.02019104836438443,28.064178208647064,Take Profit,25
2020-07-01 01:00:00,2020-07-01 08:00:00,-1.0,0.1749,0.17644456103430697,-0.008831109401412086,-39.243261827891004,Stop Loss,7
2020-07-01 09:00:00,2020-07-01 16:00:00,-1.0,0.176,0.17751222769559807,-0.008592202815898205,-49.31154324663305,Stop Loss,7
2020-07-01 18:00:00,2020-07-01 19:00:00,1.0,0.1773,0.1759239251909095,-0.0077612792390892365,-16.378632426186165,Stop Loss,1
2020-07-01 20:00:00,2020-07-02 08:00:00,1.0,0.1766,0.17508517019012093,-0.008577745242803374,-10.71277622262276,Stop Loss,12
2020-07-02 10:00:00,2020-07-02 15:00:00,-1.0,0.1761,0.17384659499069482,0.012796167003436578,23.358070477975524,Take Profit,5
2020-07-02 16:00:00,2020-07-02 21:00:00,-1.0,0.1741,0.17598527723324991,-0.010828703235209134,-29.7626800291068,Stop Loss,5
2020-07-02 22:00:00,2020-07-03 07:00:00,-1.0,0.1751,0.17710709931089325,-0.011462588868607881,-74.13859401673176,Stop Loss,9
